id,default,idade,sexo,dependentes,escolaridade,estado_civil,salario_anual,tipo_cartao,meses_de_relacionamento,qtd_produtos,iteracoes_12m,meses_inativo_12m,limite_credito,valor_transacoes_12m,qtd_transacoes_12m
716198358,0,33,F,4,doutorado,casado,$40K - $60K,blue,36,4,3,2,2372.39,1852.7,55
714173808,0,44,F,4,mestrado,solteiro,menos que $40K,blue,34,5,2,1,4214.37,1389.39,34
709465758,0,62,F,1,doutorado,casado,menos que $40K,blue,53,3,3,1,1438.24,902.75,31
717364458,0,36,F,3,ensino medio,casado,menos que $40K,blue,26,6,4,1,4331.42,2053.06,33
710754933,1,61,F,0,mestrado,casado,menos que $40K,blue,49,6,3,2,1438.14,840.38,20
718362783,1,35,M,2,mestrado,casado,$80K - $120K,blue,27,3,3,2,12643.4,787.64,21
708267858,0,65,F,0,ensino medio,casado,$40K - $60K,blue,36,5,3,2,6088.49,2098.58,52
708856983,1,36,M,3,doutorado,casado,$120K +,blue,27,2,2,1,13873.74,694.26,18
715588908,0,42,F,4,mestrado,solteiro,menos que $40K,blue,32,3,3,2,6158.73,3132.22,66
772674933,0,51,M,1,sem educacao formal,casado,$80K - $120K,blue,41,5,3,3,5638.89,2036.3,50
720148983,0,54,F,1,sem educacao formal,casado,menos que $40K,blue,40,5,4,2,2178.88,1724.73,47
769732233,0,40,M,5,mestrado,casado,$80K - $120K,blue,34,6,4,2,11942.47,1085.19,29
713030958,0,57,F,2,graduacao,casado,menos que $40K,blue,44,6,2,3,3914.13,1964.16,54
711320508,0,57,M,4,mestrado,casado,$80K - $120K,blue,49,4,4,2,3038.84,1762.79,34
795795408,0,53,M,2,sem educacao formal,casado,$40K - $60K,blue,47,3,3,1,5579.33,1514.23,47
717904383,0,40,M,2,mestrado,casado,$80K - $120K,blue,31,5,2,1,18693.26,1516.1,44
714115533,0,28,M,0,mestrado,casado,menos que $40K,blue,18,5,3,1,2943.43,2591.97,55
712475733,0,38,F,3,ensino medio,casado,menos que $40K,blue,28,4,3,2,2435.44,1847.09,39
718996758,0,37,F,2,mestrado,casado,menos que $40K,blue,30,5,2,2,2077.27,1629.22,36
718301508,0,41,M,2,ensino medio,casado,$60K - $80K,blue,30,6,2,3,9428.54,1457.75,43
714831033,0,54,M,5,mestrado,casado,$80K - $120K,blue,47,4,3,1,6065.66,1114.31,27
721265883,0,26,M,1,mestrado,solteiro,menos que $40K,blue,13,3,2,3,2174.06,2510.64,44
773448558,0,46,M,3,mestrado,divorciado,$80K - $120K,blue,40,6,3,3,3673.66,1257.55,34
712003083,0,55,M,1,mestrado,casado,$80K - $120K,blue,36,3,4,2,34516.76,1612.97,33
754282908,0,50,F,1,doutorado,casado,menos que $40K,blue,43,3,3,1,3368.31,2022.63,59
717412608,1,38,F,2,ensino medio,casado,$40K - $60K,blue,28,3,2,2,7225.61,738.47,16
719412258,0,39,F,3,mestrado,solteiro,menos que $40K,blue,30,5,4,3,5202.71,1558.41,48
717683583,0,39,M,3,ensino medio,solteiro,$60K - $80K,blue,36,4,3,2,6929.44,1388.72,27
820584408,0,49,F,3,mestrado,solteiro,menos que $40K,blue,44,3,2,3,4364.88,1392.8,38
719392833,0,45,F,3,mestrado,casado,menos que $40K,blue,38,3,2,3,2400.22,1311.63,34
718595583,0,55,M,3,mestrado,casado,$80K - $120K,blue,36,3,3,2,25878.16,1777.95,54
778508883,0,44,M,5,mestrado,casado,$120K +,blue,24,4,4,1,11876.89,1367.43,33
711999783,0,41,M,3,sem educacao formal,casado,$80K - $120K,blue,31,4,2,2,4740.16,1406.54,23
712120608,1,35,M,3,graduacao,casado,$80K - $120K,blue,27,3,3,2,3575.44,861.45,15
720848733,0,38,M,1,ensino medio,casado,$80K - $120K,blue,24,4,2,3,13363.06,1815.13,33
826723308,0,58,M,3,graduacao,casado,$120K +,blue,54,5,4,1,3452.08,1008.05,21
801369258,0,47,F,5,doutorado,casado,$40K - $60K,blue,41,6,2,2,4466.41,1757.97,59
709584483,0,33,F,3,mestrado,casado,menos que $40K,blue,25,4,4,1,3030.16,1805.34,44
715708308,0,54,F,3,doutorado,casado,$40K - $60K,blue,39,3,3,1,2112.59,1338.49,29
779707308,0,35,F,1,mestrado,casado,menos que $40K,blue,18,5,2,1,7583.99,2229.76,53
711688158,0,47,M,5,mestrado,solteiro,$120K +,blue,27,5,4,3,11760.0,1498.9,49
711848658,0,35,M,3,graduacao,casado,$60K - $80K,blue,17,3,2,3,2259.4,1790.17,31
715855083,0,48,M,4,ensino medio,casado,$80K - $120K,blue,36,6,4,2,19762.12,2793.34,67
778971408,0,36,M,4,doutorado,casado,$60K - $80K,blue,17,5,4,2,2803.38,1968.81,64
711648708,0,44,M,3,mestrado,casado,$80K - $120K,blue,36,3,2,3,25666.04,4088.03,84
713149683,0,44,F,3,graduacao,solteiro,menos que $40K,blue,24,5,4,1,9297.24,1264.82,31
771903033,0,36,F,1,mestrado,casado,menos que $40K,blue,25,5,2,1,2999.01,2017.98,40
737925558,0,64,M,0,doutorado,casado,$40K - $60K,blue,56,3,2,2,4234.59,1439.65,42
803347908,0,34,F,1,mestrado,solteiro,menos que $40K,gold,28,4,2,3,15987.78,2327.11,65
817285758,0,49,M,4,mestrado,solteiro,$80K - $120K,blue,33,5,3,5,16435.51,1721.94,56
711480108,0,37,M,4,ensino medio,casado,$60K - $80K,blue,24,3,4,1,5335.8,1888.63,43
709662708,0,65,M,1,ensino medio,casado,$40K - $60K,blue,53,3,3,3,3506.04,1953.23,61
709224858,0,53,M,2,doutorado,casado,$80K - $120K,blue,36,5,2,1,3610.92,1652.01,40
821771508,0,32,M,0,ensino medio,casado,$40K - $60K,blue,28,5,2,1,3172.17,1939.08,36
710522433,0,65,M,0,mestrado,casado,menos que $40K,blue,46,3,2,2,2416.16,2372.55,53
779046408,0,60,M,0,mestrado,casado,$40K - $60K,blue,41,3,4,2,2458.37,1238.18,30
708595158,0,27,F,0,mestrado,solteiro,menos que $40K,blue,36,6,2,1,1677.54,2389.59,43
757266933,0,52,M,2,doutorado,casado,$60K - $80K,blue,45,4,4,1,11819.39,2431.89,46
719904333,0,29,M,0,mestrado,casado,$40K - $60K,blue,36,3,4,3,1459.62,2229.69,52
718264233,0,29,M,0,ensino medio,casado,$40K - $60K,blue,13,4,4,1,1458.56,2449.91,56
784798683,0,38,M,2,ensino medio,casado,$40K - $60K,blue,32,3,2,2,1438.4,1999.85,39
710899833,1,36,M,2,mestrado,casado,$40K - $60K,blue,18,3,3,1,7758.21,569.87,23
780025908,0,40,F,2,doutorado,casado,menos que $40K,silver,30,4,2,2,10836.53,1293.25,31
713610033,0,47,M,3,doutorado,solteiro,$60K - $80K,blue,36,5,3,3,5062.28,1314.28,40
713086908,0,26,M,0,ensino medio,solteiro,$40K - $60K,blue,36,5,2,2,2212.95,2520.43,51
710032608,0,52,F,1,mestrado,solteiro,menos que $40K,blue,32,3,3,1,5927.12,1558.28,46
719776608,0,50,M,2,mestrado,casado,$80K - $120K,blue,37,3,3,1,3126.6,1388.35,41
709220583,0,34,M,3,mestrado,divorciado,$80K - $120K,blue,21,6,2,4,4670.38,2256.59,56
740852733,0,49,M,3,ensino medio,casado,$80K - $120K,blue,42,4,2,1,10155.83,1685.56,49
709528308,0,53,M,4,ensino medio,casado,$80K - $120K,blue,46,4,3,2,15242.5,1876.79,57
715127208,0,48,M,3,doutorado,divorciado,$120K +,blue,36,4,2,3,34516.71,1699.84,48
817144458,0,32,F,2,mestrado,solteiro,menos que $40K,blue,17,5,2,1,1438.14,2580.72,67
710628783,0,38,M,4,ensino medio,solteiro,$80K - $120K,gold,36,6,3,1,34516.91,1445.69,45
772145658,0,43,M,4,sem educacao formal,solteiro,$80K - $120K,blue,32,4,3,1,16043.43,1394.9,28
739594758,1,51,F,2,mestrado,solteiro,menos que $40K,blue,44,6,2,3,3181.84,818.87,16
789198708,0,58,M,3,mestrado,casado,$120K +,blue,47,3,2,1,27088.53,1135.08,24
720953658,0,59,F,0,mestrado,casado,menos que $40K,blue,36,5,4,3,5688.38,1824.96,53
771330558,0,51,M,4,ensino medio,casado,$60K - $80K,blue,38,5,3,2,10462.97,1267.22,31
714078558,1,62,F,1,ensino medio,casado,$40K - $60K,blue,53,2,1,1,5249.39,1315.92,31
788826408,0,33,M,1,sem educacao formal,casado,$120K +,blue,16,6,3,1,10705.66,2434.24,58
790128033,0,54,M,3,ensino medio,solteiro,$80K - $120K,blue,47,3,2,1,16494.02,1302.41,36
718082208,0,37,F,1,mestrado,casado,$40K - $60K,blue,30,5,4,3,6469.69,1717.13,50
711711483,0,61,M,0,ensino medio,casado,$80K - $120K,blue,50,4,3,1,2800.03,1433.23,40
709426608,0,56,M,1,doutorado,casado,$60K - $80K,blue,46,5,4,2,5248.61,2305.41,45
811457058,0,51,F,3,doutorado,casado,menos que $40K,blue,46,5,2,3,5881.53,1931.59,56
773073558,0,44,F,3,mestrado,divorciado,menos que $40K,blue,36,6,3,3,1467.39,1731.88,54
715937133,0,64,F,1,sem educacao formal,casado,$40K - $60K,blue,52,6,2,2,4999.07,1601.06,48
713693958,0,38,F,1,sem educacao formal,solteiro,menos que $40K,blue,27,6,4,3,8638.95,1295.5,29
715443708,0,53,M,1,sem educacao formal,casado,$120K +,blue,45,5,3,1,9343.33,1385.01,31
770769483,0,35,M,2,doutorado,casado,$40K - $60K,blue,21,3,3,1,2256.48,1749.5,33
789326808,0,26,M,0,graduacao,solteiro,$60K - $80K,blue,15,5,2,1,8267.83,1917.5,37
712105533,0,32,M,2,ensino medio,solteiro,$40K - $60K,blue,20,6,4,3,2235.59,2905.16,56
720674133,0,36,M,1,sem educacao formal,casado,$40K - $60K,blue,16,5,2,3,3735.8,1672.87,48
779216358,1,48,M,2,graduacao,casado,$80K - $120K,blue,38,2,3,2,2111.64,773.25,17
710279508,0,52,M,2,mestrado,casado,$80K - $120K,blue,42,5,2,3,21782.94,1537.97,35
712168833,0,52,F,1,ensino medio,casado,menos que $40K,blue,36,6,3,3,2133.07,1426.22,37
780581508,0,58,F,1,doutorado,solteiro,$40K - $60K,silver,47,5,4,2,16677.12,1410.23,37
711957708,0,38,F,2,mestrado,casado,menos que $40K,blue,36,6,4,3,2717.34,2064.7,33
778782858,0,60,M,1,mestrado,solteiro,menos que $40K,blue,48,5,3,3,3980.77,4449.81,82
709366458,0,43,F,3,graduacao,casado,menos que $40K,blue,36,3,4,2,2227.34,1972.31,41
796990908,0,35,M,3,doutorado,solteiro,$80K - $120K,silver,29,5,2,3,34516.19,2227.43,61
715702758,0,38,F,4,mestrado,casado,menos que $40K,blue,36,4,3,3,1860.52,1731.19,29
787438983,0,43,M,3,graduacao,solteiro,$40K - $60K,blue,23,6,2,2,4559.56,1652.91,37
713834358,0,36,F,2,doutorado,casado,menos que $40K,blue,25,5,4,3,4701.28,1679.96,32
710084883,0,34,M,2,graduacao,casado,$80K - $120K,blue,22,4,4,2,1631.65,2962.4,57
788915283,0,43,F,2,graduacao,solteiro,menos que $40K,blue,29,5,2,1,2304.43,1273.55,36
714916758,0,48,F,2,sem educacao formal,casado,$40K - $60K,blue,36,3,2,3,5210.26,1309.49,45
789611283,0,44,M,4,mestrado,casado,$40K - $60K,blue,38,5,3,2,5452.13,1347.35,30
773288958,0,38,M,1,mestrado,casado,$60K - $80K,blue,31,6,3,3,7475.84,1592.77,30
811721133,0,62,M,1,ensino medio,casado,$40K - $60K,blue,56,5,3,3,2359.1,2021.31,50
798110358,0,64,F,1,ensino medio,casado,$40K - $60K,blue,56,4,4,2,1438.17,1417.06,35
826478958,0,52,M,1,graduacao,casado,$80K - $120K,blue,48,4,3,3,2066.16,1578.76,41
719127558,0,43,M,2,ensino medio,divorciado,$80K - $120K,blue,31,6,4,2,34516.74,3015.96,65
712454958,0,40,M,5,mestrado,solteiro,$60K - $80K,blue,27,6,2,1,2742.84,1539.4,38
718561458,0,54,M,1,ensino medio,casado,$60K - $80K,blue,36,4,4,1,20050.74,1306.25,26
822984108,0,34,F,4,ensino medio,solteiro,menos que $40K,blue,30,4,3,1,3046.33,2330.65,69
719469333,0,33,F,1,ensino medio,solteiro,menos que $40K,blue,25,6,4,3,6193.41,2456.98,69
720871383,0,36,M,2,mestrado,casado,$80K - $120K,blue,28,5,3,3,5634.53,2366.86,49
788827308,0,65,M,1,mestrado,casado,menos que $40K,blue,50,6,4,2,4507.48,1793.08,38
710180958,0,43,M,3,ensino medio,solteiro,$40K - $60K,blue,33,5,3,2,3040.74,1598.54,31
778346283,0,53,M,0,mestrado,casado,$120K +,blue,33,4,3,3,21006.82,1856.39,57
787547208,0,48,F,3,graduacao,solteiro,menos que $40K,blue,38,3,4,3,7326.51,1852.68,62
714983283,1,39,F,3,ensino medio,solteiro,menos que $40K,blue,36,6,3,1,3651.17,862.3,19
767653233,0,48,M,3,mestrado,casado,$60K - $80K,blue,42,6,3,1,6085.36,3154.36,59
719461008,0,51,M,2,ensino medio,casado,$60K - $80K,blue,38,5,2,3,22332.11,1318.44,28
775198608,0,38,F,2,mestrado,casado,menos que $40K,blue,32,5,3,3,4429.48,1970.24,40
717567333,0,35,M,3,mestrado,casado,$60K - $80K,blue,26,6,2,3,3991.62,1661.4,35
772794108,0,46,F,3,doutorado,solteiro,menos que $40K,blue,36,5,4,1,2201.59,3165.51,65
712072908,0,48,M,4,graduacao,solteiro,$80K - $120K,blue,36,4,2,3,2852.16,1382.54,40
709328733,0,49,F,2,sem educacao formal,casado,menos que $40K,blue,37,6,3,3,9723.66,1258.68,24
788107683,0,35,M,4,ensino medio,casado,$40K - $60K,blue,27,6,3,2,5325.1,1814.86,43
712440483,0,54,F,2,sem educacao formal,casado,menos que $40K,blue,44,3,3,1,5413.63,1164.89,43
778399008,0,50,M,0,ensino medio,casado,$80K - $120K,blue,30,3,2,4,4252.63,1598.04,45
811534983,0,54,F,3,mestrado,casado,menos que $40K,blue,49,5,4,2,2031.13,1943.3,47
718726833,0,39,M,1,ensino medio,casado,$80K - $120K,blue,28,4,4,2,3327.21,1665.92,36
719450508,0,53,M,2,ensino medio,casado,$120K +,blue,41,4,3,3,7272.86,2333.88,56
711213108,0,32,M,1,graduacao,divorciado,$80K - $120K,blue,36,5,4,3,34516.69,2305.45,60
708488208,0,57,F,3,sem educacao formal,casado,menos que $40K,blue,47,5,3,3,2515.45,2231.07,58
717206508,0,65,F,0,ensino medio,casado,menos que $40K,blue,36,3,2,2,2798.43,1543.17,35
821836008,0,57,M,2,sem educacao formal,solteiro,$80K - $120K,blue,53,5,4,2,34516.95,1233.86,26
807244983,0,65,F,0,graduacao,casado,menos que $40K,blue,56,6,2,1,1438.81,2283.47,55
821872758,0,65,M,0,ensino medio,solteiro,menos que $40K,silver,56,4,4,2,12609.78,2121.92,49
809959683,0,55,M,2,graduacao,casado,$80K - $120K,blue,50,4,4,2,19159.28,1813.03,52
715079208,0,54,M,1,graduacao,casado,$80K - $120K,blue,42,4,4,1,9642.54,1401.12,35
767049258,0,44,M,4,ensino medio,solteiro,$120K +,blue,37,5,3,3,8396.84,1475.51,35
709579383,0,58,M,1,sem educacao formal,casado,$80K - $120K,blue,50,5,2,3,6978.1,1362.15,26
781923483,0,53,F,1,graduacao,casado,$40K - $60K,blue,47,3,4,3,2459.32,2309.23,62
718654533,0,33,F,1,ensino medio,solteiro,menos que $40K,silver,24,5,2,2,12956.11,2492.71,56
716169258,0,47,F,5,mestrado,casado,menos que $40K,blue,39,3,4,3,7128.32,1468.03,44
708212658,0,38,F,3,mestrado,casado,menos que $40K,blue,18,6,2,3,2193.87,1799.18,47
756013833,0,57,M,3,doutorado,casado,$80K - $120K,blue,50,3,3,2,4522.13,1806.75,38
719358333,0,36,M,4,sem educacao formal,casado,$40K - $60K,blue,28,3,4,1,2157.46,1663.04,33
713735508,0,35,M,3,sem educacao formal,casado,$80K - $120K,blue,25,3,2,1,11927.86,1986.41,36
814833408,0,56,M,2,doutorado,casado,$60K - $80K,blue,51,3,4,3,6036.23,1741.25,45
719182308,0,38,F,2,ensino medio,solteiro,menos que $40K,blue,27,6,3,1,2096.65,1559.05,49
818497758,0,54,F,3,mestrado,casado,menos que $40K,blue,49,4,3,1,1906.83,1343.44,37
709991883,1,53,M,1,mestrado,casado,$80K - $120K,blue,42,2,2,1,6214.55,938.99,35
770901258,0,30,F,1,mestrado,casado,menos que $40K,blue,17,3,3,1,1512.58,2558.62,44
711499158,0,47,M,2,sem educacao formal,casado,$80K - $120K,silver,38,4,4,3,34516.96,3018.82,60
720445533,0,60,F,1,graduacao,casado,menos que $40K,blue,53,4,3,3,3346.64,1276.7,21
809951133,1,54,M,3,graduacao,solteiro,$120K +,blue,49,3,3,2,34516.27,2115.23,24
714657108,0,37,F,2,sem educacao formal,casado,menos que $40K,blue,28,5,4,2,6660.91,2660.8,51
789048858,0,32,F,1,doutorado,casado,menos que $40K,blue,20,5,3,2,2234.86,2115.34,59
771816408,0,44,F,4,sem educacao formal,casado,menos que $40K,blue,33,5,2,4,9671.38,2955.66,66
798158808,0,53,F,1,graduacao,solteiro,$40K - $60K,blue,47,5,2,3,6605.53,2017.14,47
787685658,0,43,M,2,ensino medio,divorciado,$80K - $120K,blue,33,4,2,3,3083.94,1448.57,30
720141408,1,49,F,2,mestrado,solteiro,menos que $40K,blue,31,5,2,1,5456.89,1096.29,27
708216108,0,56,F,1,graduacao,casado,$40K - $60K,blue,44,5,4,1,4088.86,2250.19,39
715074258,0,26,F,0,mestrado,solteiro,$40K - $60K,blue,36,5,3,3,3930.62,2067.7,42
771653583,0,58,M,1,ensino medio,casado,$60K - $80K,blue,46,3,4,2,4188.98,1276.07,25
720836808,0,35,M,3,ensino medio,solteiro,$80K - $120K,blue,28,4,2,2,11521.55,2260.36,68
818701383,0,37,M,3,ensino medio,casado,$60K - $80K,blue,32,6,2,2,2253.42,1641.8,45
778137108,0,43,M,4,ensino medio,solteiro,$80K - $120K,blue,37,6,2,1,30503.34,1860.54,47
720973833,0,49,M,2,mestrado,divorciado,$60K - $80K,blue,36,5,2,3,4596.05,2872.84,62
768490458,1,49,M,2,sem educacao formal,casado,$80K - $120K,blue,43,1,3,3,5701.5,961.13,32
751487358,0,39,F,3,mestrado,casado,menos que $40K,blue,32,5,3,6,3221.3,1765.59,40
712742808,0,41,F,3,sem educacao formal,casado,menos que $40K,blue,29,5,3,3,3022.18,1184.71,21
712820208,0,32,F,0,ensino medio,divorciado,menos que $40K,blue,36,5,4,2,2699.97,2141.93,56
794649858,0,58,F,1,sem educacao formal,casado,menos que $40K,blue,39,3,3,3,2210.69,1287.29,37
755262933,0,56,M,2,doutorado,casado,$60K - $80K,blue,49,5,4,3,1438.32,1446.91,38
709541433,0,37,M,2,mestrado,casado,menos que $40K,blue,36,3,4,3,2041.77,1555.51,45
820622433,0,39,M,1,ensino medio,casado,$120K +,blue,34,4,2,2,3250.9,2006.39,58
712586583,0,26,F,0,mestrado,solteiro,$40K - $60K,blue,13,6,4,3,1643.41,2152.98,50
767269908,0,36,M,2,graduacao,casado,$120K +,blue,29,6,2,3,3158.27,2973.19,63
711310908,0,53,F,4,graduacao,casado,menos que $40K,blue,36,4,3,1,2972.67,2552.08,62
788862333,0,38,F,3,sem educacao formal,casado,menos que $40K,blue,23,6,2,2,5645.97,1527.92,32
713194608,0,37,M,2,mestrado,casado,menos que $40K,blue,36,6,2,3,2463.22,2171.64,58
793550958,0,47,F,2,mestrado,casado,menos que $40K,blue,41,5,4,3,1438.41,1501.46,40
712607583,0,56,M,1,graduacao,divorciado,$80K - $120K,blue,36,3,3,3,34516.29,2395.24,50
713921058,0,55,F,3,ensino medio,casado,menos que $40K,blue,48,6,2,2,2897.25,1337.83,25
709183683,0,31,F,0,sem educacao formal,solteiro,menos que $40K,blue,36,4,0,2,5391.39,1971.46,56
715241583,0,34,M,3,ensino medio,casado,$120K +,blue,25,3,4,2,23959.32,1870.37,45
710475408,0,33,M,3,ensino medio,casado,$60K - $80K,blue,25,5,2,2,14918.1,2171.59,35
708971583,0,38,F,2,sem educacao formal,solteiro,menos que $40K,blue,29,3,2,3,3590.92,1472.88,37
714547458,0,65,M,0,mestrado,casado,$40K - $60K,blue,56,3,2,3,2297.91,1941.59,51
827631483,0,57,M,1,ensino medio,casado,$80K - $120K,blue,53,3,4,2,25058.24,2053.02,55
711159108,1,58,F,0,ensino medio,casado,menos que $40K,blue,36,3,2,2,7418.52,911.01,26
714703158,0,39,F,2,ensino medio,casado,menos que $40K,blue,36,6,3,2,1578.5,2017.91,43
710255208,0,60,M,0,sem educacao formal,casado,menos que $40K,blue,49,4,4,2,2094.72,1969.55,41
779236083,0,37,F,3,ensino medio,casado,menos que $40K,blue,19,5,3,1,4138.37,2420.27,50
715973583,0,56,M,3,sem educacao formal,casado,$120K +,blue,36,6,3,3,34516.02,1378.29,30
794113758,0,60,M,0,ensino medio,casado,$60K - $80K,blue,54,6,2,1,9592.59,1821.07,55
709452633,0,56,F,4,ensino medio,solteiro,menos que $40K,blue,36,3,3,1,8881.34,2027.52,49
788210583,0,62,M,0,graduacao,casado,$40K - $60K,blue,54,3,4,3,1438.74,1843.37,49
717784983,0,41,F,2,sem educacao formal,casado,menos que $40K,blue,33,3,3,3,3893.85,1536.52,39
768460908,0,59,M,1,mestrado,solteiro,$40K - $60K,blue,53,3,3,3,6035.67,1551.32,32
714697533,0,26,M,1,ensino medio,solteiro,$60K - $80K,blue,15,6,3,3,4327.5,2344.14,48
713206683,1,40,M,4,mestrado,solteiro,$80K - $120K,silver,22,3,3,1,34516.01,1028.94,26
789314133,0,37,M,1,ensino medio,casado,$60K - $80K,blue,27,6,3,3,10320.48,1754.2,45
713956308,0,65,F,0,mestrado,casado,menos que $40K,blue,49,4,2,2,3297.09,1894.87,56
711595833,0,46,M,3,graduacao,casado,$60K - $80K,blue,36,5,2,2,9981.79,1456.4,30
779521533,0,53,M,2,ensino medio,casado,$120K +,blue,36,5,3,3,3329.56,1978.04,33
715225458,0,56,F,1,sem educacao formal,casado,menos que $40K,blue,36,6,4,3,5991.79,1867.04,53
716487408,0,48,M,3,mestrado,casado,$40K - $60K,blue,30,3,3,1,3235.29,1637.84,43
719338383,0,34,M,2,ensino medio,casado,$120K +,blue,21,3,3,3,6259.07,1836.34,50
710523333,0,65,M,0,mestrado,casado,menos que $40K,blue,56,6,2,3,2541.48,1416.24,27
787489083,0,55,M,4,doutorado,casado,$80K - $120K,blue,43,6,4,2,21351.1,1887.11,32
711498258,0,54,M,3,ensino medio,casado,$120K +,blue,42,6,2,3,20311.67,1266.25,34
709316433,0,52,M,2,ensino medio,solteiro,$60K - $80K,silver,33,6,4,1,33182.18,1630.74,43
778734108,0,36,M,3,sem educacao formal,casado,$60K - $80K,blue,16,4,4,5,1686.1,1758.95,42
778388358,1,56,M,3,mestrado,solteiro,$60K - $80K,blue,36,2,3,2,4742.58,870.54,24
716773533,0,33,M,3,mestrado,casado,$60K - $80K,blue,36,5,3,1,1726.78,1712.08,48
822130683,0,61,M,0,mestrado,casado,$80K - $120K,blue,56,4,4,2,8420.3,1114.55,34
717268458,0,61,M,0,mestrado,casado,$60K - $80K,blue,49,4,4,3,3352.36,1952.88,50
827888433,0,43,M,4,sem educacao formal,solteiro,$40K - $60K,blue,39,5,2,2,6648.81,2089.63,60
716522583,0,48,F,3,graduacao,divorciado,menos que $40K,blue,36,4,3,3,2335.07,1362.64,33
789415983,0,36,M,3,mestrado,casado,$60K - $80K,blue,27,4,2,3,12397.04,1888.35,42
719819958,0,34,M,2,sem educacao formal,casado,$40K - $60K,blue,26,5,4,1,1438.18,2243.76,43
769579608,0,53,F,1,mestrado,solteiro,menos que $40K,blue,46,3,4,6,2240.99,3795.07,70
716615583,0,61,F,1,ensino medio,casado,menos que $40K,blue,51,3,3,3,1795.21,1834.03,59
781131483,0,55,M,2,ensino medio,casado,$80K - $120K,blue,47,3,4,1,5741.98,2170.51,51
720521808,0,38,M,1,mestrado,solteiro,$80K - $120K,blue,19,6,2,3,25662.95,1484.74,36
718136283,0,52,M,2,sem educacao formal,solteiro,$80K - $120K,blue,36,3,4,1,22103.39,1541.62,29
778855383,0,36,F,5,ensino medio,casado,menos que $40K,blue,17,3,3,1,1438.25,1975.99,40
779722308,1,45,F,3,ensino medio,casado,$40K - $60K,blue,30,5,2,2,12355.2,1044.78,28
818926833,0,34,F,3,graduacao,casado,$40K - $60K,blue,29,4,2,1,2000.18,1944.67,42
721217283,0,27,M,0,mestrado,solteiro,$120K +,blue,17,6,2,2,8713.07,2094.81,36
713371233,0,43,F,1,mestrado,casado,menos que $40K,silver,31,5,2,1,11583.33,3320.86,55
778426608,0,52,M,4,mestrado,casado,$80K - $120K,blue,32,4,3,3,1438.89,1805.03,53
787515333,1,40,M,3,sem educacao formal,casado,$80K - $120K,blue,29,3,3,2,3616.38,820.32,21
718444233,0,45,M,3,mestrado,casado,$60K - $80K,blue,25,3,2,3,9791.54,1649.31,59
771099183,0,37,F,2,mestrado,solteiro,menos que $40K,blue,24,5,3,2,8444.48,2497.82,74
770241333,0,49,F,4,mestrado,divorciado,menos que $40K,blue,43,3,4,1,2228.09,2104.34,44
710819733,1,56,M,3,mestrado,casado,$120K +,blue,36,5,1,1,12211.19,903.31,29
772155108,0,62,F,0,ensino medio,casado,menos que $40K,blue,51,6,4,3,1438.83,1445.74,38
798796233,0,37,F,3,ensino medio,casado,$40K - $60K,blue,31,5,3,3,1586.49,1724.05,24
815472108,0,42,M,3,ensino medio,solteiro,$40K - $60K,blue,37,3,3,3,2247.58,1300.28,31
769145733,0,36,M,3,mestrado,solteiro,$60K - $80K,blue,30,3,3,4,2789.53,2688.5,60
783364233,0,59,M,0,mestrado,casado,$40K - $60K,blue,53,3,3,2,4241.1,1798.18,45
715640358,0,43,M,3,ensino medio,solteiro,$40K - $60K,blue,36,6,3,3,4112.71,1334.17,40
713529858,0,29,M,2,mestrado,divorciado,$40K - $60K,silver,22,6,3,2,15578.66,2492.34,71
715684308,0,42,F,4,mestrado,casado,$40K - $60K,blue,36,6,2,2,4008.98,1395.48,43
709204158,0,36,F,2,doutorado,solteiro,menos que $40K,blue,24,5,4,2,3438.25,2331.12,56
713182458,0,53,M,4,ensino medio,casado,$80K - $120K,blue,43,3,2,1,16692.34,1288.19,29
710624658,0,36,F,2,sem educacao formal,casado,menos que $40K,blue,36,4,2,2,4066.94,3040.25,56
716793108,0,26,M,0,graduacao,solteiro,menos que $40K,blue,36,4,2,1,1934.9,2334.74,61
714051033,0,55,F,0,mestrado,casado,menos que $40K,blue,36,6,4,2,3615.15,1967.8,40
719139558,0,26,M,0,sem educacao formal,solteiro,menos que $40K,blue,36,4,4,3,2665.82,2514.95,64
794632308,0,40,M,4,mestrado,casado,$60K - $80K,silver,25,5,2,3,28822.66,1504.69,35
770662383,0,38,M,2,mestrado,solteiro,$40K - $60K,blue,24,6,2,3,14632.67,1399.53,36
710581758,0,52,F,2,mestrado,solteiro,$40K - $60K,blue,44,6,3,2,3360.65,1309.74,30
720497958,0,29,M,1,mestrado,casado,$80K - $120K,blue,14,5,2,3,14853.41,1800.26,41
720920058,0,38,M,2,mestrado,casado,$60K - $80K,blue,25,3,4,3,4800.74,2935.61,62
709855608,0,46,F,4,ensino medio,casado,menos que $40K,blue,36,3,4,3,1438.92,1114.67,33
815484783,0,57,M,0,sem educacao formal,solteiro,$60K - $80K,blue,42,6,3,4,8377.06,1797.38,44
771602883,0,42,M,3,ensino medio,solteiro,$80K - $120K,blue,30,4,4,5,4147.34,1776.16,44
755953308,0,62,F,0,doutorado,casado,$40K - $60K,blue,55,6,4,1,2644.77,1194.86,30
720917808,0,35,M,2,ensino medio,solteiro,$40K - $60K,blue,36,5,4,3,2100.85,2623.59,74
