id,default,idade,sexo,dependentes,escolaridade,estado_civil,salario_anual,tipo_cartao,limite_credito,predict
710227908,0,37,F,3,mestrado,solteiro,menos que $40K,blue,6077.31,-
716362008,0,37,M,2,doutorado,casado,$40K - $60K,blue,1808.42,-
714939708,0,45,M,3,mestrado,solteiro,$80K - $120K,blue,12810.97,-
719431608,0,63,F,0,graduacao,casado,$40K - $60K,blue,3118.28,-
769411758,0,43,M,1,mestrado,solteiro,$60K - $80K,blue,20013.27,-
714631833,0,53,M,4,mestrado,casado,$60K - $80K,blue,1973.1,-
717999183,0,36,M,3,ensino medio,casado,$60K - $80K,blue,4108.17,-
713075283,0,51,M,3,ensino medio,solteiro,$120K +,blue,20741.39,-
711561108,0,36,M,4,mestrado,solteiro,$80K - $120K,blue,16335.26,-
713630733,0,34,F,2,mestrado,solteiro,menos que $40K,blue,5712.69,-
717599283,0,57,M,0,doutorado,casado,$60K - $80K,blue,5335.33,-
712730583,0,29,M,0,sem educacao formal,casado,$60K - $80K,blue,8592.4,-
712142733,0,37,F,3,doutorado,casado,menos que $40K,blue,1910.91,-
720153258,0,53,F,2,graduacao,solteiro,menos que $40K,blue,6210.83,-
814086333,0,36,M,3,graduacao,casado,$40K - $60K,blue,2220.08,-
714069858,0,53,M,3,mestrado,casado,$60K - $80K,blue,3539.72,-
712789383,0,52,M,1,mestrado,casado,$120K +,blue,9274.12,-
787983633,0,35,F,3,sem educacao formal,casado,menos que $40K,blue,3187.48,-
758583708,1,37,F,3,mestrado,solteiro,menos que $40K,blue,2802.07,-
717130383,0,50,M,0,sem educacao formal,casado,$60K - $80K,blue,2334.66,-
720770883,0,65,F,0,mestrado,solteiro,menos que $40K,blue,1438.89,-
720677733,0,40,M,3,mestrado,casado,$80K - $120K,silver,34516.06,-
718587858,0,39,M,4,ensino medio,casado,$60K - $80K,blue,11906.67,-
715055433,0,36,M,3,sem educacao formal,casado,$60K - $80K,blue,2224.81,-
715498308,0,35,F,2,mestrado,casado,$40K - $60K,blue,3454.38,-
708099183,0,37,F,2,ensino medio,solteiro,menos que $40K,blue,5723.85,-
789959283,0,39,M,2,graduacao,solteiro,$80K - $120K,blue,4061.52,-
713536158,0,65,M,1,graduacao,casado,menos que $40K,blue,4189.88,-
815299833,0,38,F,2,mestrado,casado,menos que $40K,blue,2228.28,-
721003008,1,36,F,4,mestrado,casado,menos que $40K,blue,3261.45,-
779883933,0,40,F,4,mestrado,casado,menos que $40K,blue,8014.9,-
716612958,0,35,F,2,graduacao,casado,$40K - $60K,blue,10980.6,-
715859058,0,54,M,3,doutorado,casado,$120K +,blue,3092.87,-
772031733,0,40,M,4,mestrado,solteiro,$80K - $120K,blue,14315.94,-
720668358,0,59,M,0,sem educacao formal,solteiro,$40K - $60K,blue,1648.24,-
778708533,1,26,F,0,ensino medio,solteiro,$40K - $60K,blue,1730.81,-
719649408,0,46,M,2,ensino medio,casado,$60K - $80K,blue,13768.24,-
711934308,0,38,M,3,mestrado,solteiro,$40K - $60K,blue,1705.5,-
781326483,0,31,M,0,mestrado,divorciado,$60K - $80K,blue,8673.26,-
712557708,0,35,M,1,ensino medio,casado,$60K - $80K,blue,6391.29,-
789187908,0,56,M,2,sem educacao formal,casado,$80K - $120K,blue,11102.75,-
773297508,0,34,M,3,graduacao,casado,$80K - $120K,blue,24765.27,-
716529258,0,42,M,4,doutorado,casado,$80K - $120K,blue,31864.37,-
708242283,0,29,M,1,graduacao,solteiro,$60K - $80K,blue,5346.49,-
789247458,0,32,M,0,mestrado,solteiro,$40K - $60K,blue,2801.55,-
717100833,0,37,F,2,ensino medio,casado,menos que $40K,blue,3148.09,-
721236408,0,38,M,2,mestrado,casado,$80K - $120K,blue,7535.65,-
720122808,1,52,M,2,ensino medio,casado,$60K - $80K,silver,33180.91,-
716882658,0,62,F,2,mestrado,casado,menos que $40K,blue,2986.38,-
709085358,0,36,M,1,mestrado,solteiro,$60K - $80K,blue,2601.97,-
715785933,0,54,M,3,graduacao,casado,$80K - $120K,blue,3380.45,-
717159858,0,27,M,1,ensino medio,solteiro,$60K - $80K,blue,2730.53,-
713259858,1,26,M,0,ensino medio,solteiro,$40K - $60K,blue,3324.61,-
787516908,0,56,F,2,mestrado,casado,menos que $40K,blue,2665.63,-
711145008,0,60,F,1,mestrado,casado,$40K - $60K,blue,5015.08,-
715013733,0,54,M,4,mestrado,casado,$60K - $80K,blue,6905.44,-
737982408,0,33,M,1,graduacao,solteiro,$80K - $120K,blue,19136.76,-
709361058,0,35,M,2,mestrado,casado,$60K - $80K,blue,7453.15,-
773383158,0,29,F,1,graduacao,solteiro,menos que $40K,blue,4945.18,-
716053083,1,33,M,2,mestrado,casado,$120K +,blue,27992.96,-
717667833,0,34,M,1,mestrado,casado,$40K - $60K,blue,3735.14,-
772086408,0,38,M,3,ensino medio,solteiro,$80K - $120K,blue,6162.86,-
708597558,0,42,M,3,ensino medio,solteiro,$60K - $80K,blue,3337.08,-
718011783,0,55,M,3,mestrado,casado,$40K - $60K,blue,2205.41,-
714360033,0,62,M,1,ensino medio,casado,$40K - $60K,blue,4450.86,-
708513183,0,39,M,1,sem educacao formal,casado,$40K - $60K,blue,4323.71,-
719353158,0,56,M,1,graduacao,casado,$80K - $120K,blue,4145.29,-
711436083,0,36,M,1,mestrado,casado,menos que $40K,blue,2032.13,-
780374133,0,29,M,1,graduacao,solteiro,$80K - $120K,blue,7010.95,-
739117233,0,57,M,3,ensino medio,casado,$120K +,blue,3205.27,-
795237183,0,51,F,2,mestrado,casado,$40K - $60K,blue,5930.77,-
709635858,0,56,F,3,mestrado,casado,menos que $40K,blue,2235.83,-
789701658,0,26,M,0,graduacao,solteiro,$40K - $60K,blue,2047.73,-
711954558,0,53,F,3,mestrado,casado,$40K - $60K,blue,2636.85,-
712655583,0,41,M,3,mestrado,casado,$40K - $60K,blue,6425.79,-
779686683,0,26,F,0,doutorado,solteiro,menos que $40K,blue,2902.21,-
711226758,0,51,F,1,graduacao,divorciado,menos que $40K,blue,4002.05,-
713241033,0,34,M,0,mestrado,casado,$60K - $80K,blue,5175.89,-
717013383,0,52,M,2,ensino medio,casado,$80K - $120K,blue,31258.69,-
712634133,0,54,F,2,mestrado,casado,menos que $40K,blue,2683.22,-
709537683,1,37,M,3,graduacao,casado,$80K - $120K,blue,11638.32,-
720241758,0,55,M,0,doutorado,casado,$80K - $120K,blue,8276.24,-
785080308,0,37,F,2,ensino medio,casado,menos que $40K,blue,2352.2,-
713358633,0,30,M,1,mestrado,solteiro,$60K - $80K,blue,11371.72,-
720282558,0,36,M,2,mestrado,solteiro,$80K - $120K,silver,34516.63,-
821370858,0,39,M,1,mestrado,casado,$40K - $60K,blue,6690.62,-
799249833,0,34,M,2,mestrado,solteiro,menos que $40K,blue,4439.5,-
713016633,0,47,M,3,ensino medio,solteiro,$60K - $80K,blue,5344.11,-
814471983,0,42,M,3,ensino medio,divorciado,$80K - $120K,blue,27310.81,-
779612808,0,61,M,1,mestrado,casado,$40K - $60K,blue,2531.93,-
716692683,0,31,M,1,graduacao,solteiro,$40K - $60K,blue,9096.97,-
790145733,1,40,M,3,graduacao,solteiro,$80K - $120K,silver,34516.73,-
714421233,0,54,F,0,mestrado,casado,menos que $40K,blue,5399.64,-
812788233,0,31,F,0,mestrado,casado,menos que $40K,blue,6315.6,-
713910108,0,38,M,1,mestrado,casado,$80K - $120K,blue,3947.0,-
808169358,0,57,M,2,sem educacao formal,solteiro,$40K - $60K,blue,12291.06,-
714013083,0,63,F,2,mestrado,casado,$40K - $60K,blue,3067.27,-
715381533,0,42,F,4,doutorado,solteiro,menos que $40K,blue,1438.67,-
717678408,0,61,F,1,doutorado,casado,$40K - $60K,blue,8633.57,-
711509658,1,61,M,2,mestrado,casado,$120K +,blue,11374.25,-
757481283,0,35,M,3,graduacao,casado,$60K - $80K,blue,6921.25,-
808681158,0,57,M,0,mestrado,casado,$80K - $120K,blue,2564.54,-
708208758,0,53,M,1,mestrado,solteiro,$80K - $120K,blue,1826.22,-
714772758,0,35,F,3,mestrado,casado,menos que $40K,blue,2926.07,-
713830233,0,47,F,5,ensino medio,casado,$40K - $60K,blue,7061.58,-
814513008,0,38,M,2,mestrado,casado,$80K - $120K,blue,9620.78,-
712765158,0,26,F,1,ensino medio,solteiro,menos que $40K,blue,2539.23,-
720231108,0,57,M,2,mestrado,solteiro,menos que $40K,blue,3451.97,-
720662508,0,39,M,1,mestrado,casado,$120K +,blue,5764.99,-
708623283,0,35,M,2,sem educacao formal,solteiro,$60K - $80K,blue,18278.66,-
813247083,0,38,M,2,mestrado,casado,$80K - $120K,blue,16059.87,-
811915383,0,36,M,3,sem educacao formal,casado,$40K - $60K,blue,3152.68,-
719818983,1,39,M,1,graduacao,divorciado,$80K - $120K,blue,12464.13,-
710067183,0,28,M,1,ensino medio,solteiro,menos que $40K,blue,1950.66,-
771234558,0,65,F,0,mestrado,solteiro,menos que $40K,blue,7478.07,-
820288233,0,26,F,0,sem educacao formal,solteiro,menos que $40K,blue,1438.4,-
717511533,0,28,M,0,mestrado,solteiro,menos que $40K,blue,1707.86,-
712495233,0,31,F,0,sem educacao formal,casado,menos que $40K,blue,2370.03,-
718484283,0,57,M,3,doutorado,casado,$60K - $80K,blue,3478.14,-
717413658,0,43,M,4,ensino medio,casado,$40K - $60K,blue,1539.1,-
804668658,1,26,F,0,sem educacao formal,solteiro,menos que $40K,blue,1438.45,-
715934283,0,39,F,2,ensino medio,solteiro,$40K - $60K,blue,3142.73,-
715279683,0,52,F,2,sem educacao formal,casado,$40K - $60K,blue,1438.12,-
718971333,0,33,M,1,mestrado,solteiro,$80K - $120K,blue,13206.68,-
709219533,0,53,M,3,ensino medio,casado,$60K - $80K,blue,2480.77,-
802464033,0,65,F,0,mestrado,casado,menos que $40K,blue,4460.49,-
712757808,0,33,F,2,sem educacao formal,casado,menos que $40K,blue,1544.93,-
708741633,0,52,M,4,ensino medio,casado,$60K - $80K,blue,4153.19,-
714043833,0,37,F,3,mestrado,solteiro,menos que $40K,blue,3685.05,-
789577833,0,56,M,2,mestrado,casado,$120K +,blue,8902.02,-
787570758,0,35,M,2,sem educacao formal,casado,$120K +,blue,2944.52,-
720371733,0,58,F,0,mestrado,casado,menos que $40K,blue,2232.66,-
711776433,0,37,M,3,sem educacao formal,solteiro,$80K - $120K,blue,23622.23,-
709583133,0,53,M,3,sem educacao formal,casado,$40K - $60K,blue,3326.34,-
719521983,0,38,M,2,sem educacao formal,casado,$40K - $60K,blue,6116.73,-
718415133,0,38,M,1,sem educacao formal,casado,$80K - $120K,blue,11352.29,-
720462633,0,43,F,3,sem educacao formal,solteiro,menos que $40K,blue,4138.78,-
715005558,0,36,M,2,graduacao,solteiro,$80K - $120K,blue,8374.79,-
779993208,0,38,F,2,sem educacao formal,casado,menos que $40K,blue,7049.23,-
787543008,0,37,M,1,mestrado,solteiro,$40K - $60K,blue,3851.41,-
743265108,0,37,M,4,graduacao,solteiro,$60K - $80K,blue,15936.01,-
713770383,0,29,F,0,sem educacao formal,divorciado,menos que $40K,blue,2926.86,-
712392108,0,51,M,3,ensino medio,casado,$60K - $80K,blue,10305.93,-
720145683,0,54,M,1,graduacao,casado,$60K - $80K,blue,2987.37,-
714832383,0,35,M,0,ensino medio,solteiro,$80K - $120K,gold,34516.95,-
772706283,0,38,F,2,graduacao,casado,$40K - $60K,blue,6275.35,-
795920358,0,33,F,2,ensino medio,casado,menos que $40K,blue,7185.6,-
716277558,0,45,F,1,sem educacao formal,solteiro,menos que $40K,blue,3281.24,-
764776833,0,61,M,0,mestrado,casado,$40K - $60K,blue,3077.57,-
710795883,0,33,F,3,sem educacao formal,casado,menos que $40K,blue,2042.9,-
710428308,0,55,M,4,ensino medio,solteiro,$60K - $80K,blue,2001.74,-
721096983,0,34,F,2,mestrado,solteiro,menos que $40K,blue,3625.98,-
715760733,0,58,M,4,ensino medio,casado,$40K - $60K,blue,7803.71,-
718227033,0,38,F,4,mestrado,casado,menos que $40K,blue,5951.01,-
720610008,1,59,M,1,graduacao,casado,$120K +,blue,15796.11,-
714111333,0,55,M,1,ensino medio,casado,$60K - $80K,blue,5381.02,-
717551358,0,63,M,0,mestrado,casado,$60K - $80K,blue,3556.62,-
813573333,0,60,M,1,ensino medio,casado,menos que $40K,blue,2661.97,-
711709683,0,53,F,2,sem educacao formal,casado,menos que $40K,blue,3506.8,-
712902483,0,35,M,3,ensino medio,casado,$60K - $80K,blue,2066.95,-
719883858,0,58,M,2,mestrado,casado,menos que $40K,blue,2774.07,-
712043433,0,53,M,1,mestrado,casado,$80K - $120K,blue,11329.99,-
769095558,0,59,M,1,doutorado,solteiro,$60K - $80K,blue,9055.42,-
816094233,0,37,M,1,ensino medio,casado,$120K +,blue,17393.32,-
758417508,0,50,F,4,ensino medio,divorciado,menos que $40K,blue,5908.57,-
721234308,0,35,F,2,sem educacao formal,casado,menos que $40K,blue,5825.61,-
717138558,0,28,M,0,doutorado,casado,$40K - $60K,blue,3665.2,-
798120858,0,37,M,3,sem educacao formal,casado,$80K - $120K,blue,3797.48,-
709997958,0,39,M,3,mestrado,casado,$40K - $60K,blue,3478.92,-
712617408,0,31,M,1,doutorado,solteiro,$40K - $60K,blue,13734.93,-
720158208,0,37,M,3,mestrado,casado,$60K - $80K,blue,3034.26,-
716548083,0,39,M,4,mestrado,casado,menos que $40K,blue,2973.56,-
717631008,0,38,M,2,mestrado,casado,$80K - $120K,blue,24296.82,-
813964383,0,35,M,3,mestrado,solteiro,$40K - $60K,blue,8969.76,-
719952408,0,30,M,0,mestrado,casado,menos que $40K,blue,2550.77,-
771028533,1,48,F,3,doutorado,casado,menos que $40K,silver,10357.97,-
713998233,0,37,F,2,ensino medio,solteiro,menos que $40K,blue,3586.79,-
713574708,0,39,M,3,graduacao,solteiro,$40K - $60K,blue,1640.28,-
712004208,0,65,M,0,mestrado,solteiro,menos que $40K,blue,3422.81,-
819610908,1,38,M,2,sem educacao formal,solteiro,$80K - $120K,blue,32938.39,-
712064358,0,38,M,1,mestrado,casado,$60K - $80K,blue,2507.44,-
816013383,1,65,F,0,mestrado,divorciado,menos que $40K,blue,6184.02,-
780881358,0,35,M,3,mestrado,solteiro,$40K - $60K,silver,16659.5,-
709422183,0,58,F,1,mestrado,casado,menos que $40K,blue,2203.77,-
809941233,0,53,M,1,mestrado,casado,$80K - $120K,blue,3074.46,-
710844408,0,38,M,3,doutorado,casado,$60K - $80K,blue,2584.1,-
807141183,0,34,M,1,mestrado,casado,$120K +,blue,14938.39,-
808273533,1,39,M,2,ensino medio,solteiro,$60K - $80K,blue,1818.6,-
716297658,0,37,M,2,mestrado,solteiro,$80K - $120K,blue,14926.15,-
716532258,0,51,F,1,ensino medio,solteiro,menos que $40K,blue,2827.56,-
720540708,0,53,F,3,sem educacao formal,casado,menos que $40K,blue,2773.93,-
720904233,0,53,M,0,mestrado,casado,$80K - $120K,blue,16033.42,-
720863133,0,65,M,1,mestrado,casado,menos que $40K,blue,3213.45,-
714957108,0,33,F,3,ensino medio,divorciado,menos que $40K,blue,3616.38,-
790102008,0,37,M,3,doutorado,solteiro,$60K - $80K,blue,5924.93,-
781933983,0,47,M,4,mestrado,casado,$40K - $60K,blue,14535.71,-
712643358,0,59,F,0,ensino medio,casado,menos que $40K,blue,2833.83,-
716686158,0,59,F,0,doutorado,casado,menos que $40K,blue,1479.99,-
721344858,0,26,M,0,sem educacao formal,solteiro,menos que $40K,blue,2237.69,-
813230208,0,45,M,4,graduacao,solteiro,$120K +,blue,2900.46,-
787500333,0,52,M,2,doutorado,solteiro,$80K - $120K,blue,8695.54,-
768582033,0,47,M,3,ensino medio,casado,$40K - $60K,blue,6692.24,-
719916408,0,34,M,5,mestrado,casado,$60K - $80K,blue,2501.74,-
789433758,0,36,M,0,graduacao,casado,$80K - $120K,blue,6338.1,-
785011383,1,36,F,0,sem educacao formal,divorciado,$40K - $60K,blue,2190.99,-
719283633,0,57,F,3,sem educacao formal,casado,$40K - $60K,blue,7578.2,-
710816358,0,29,M,1,doutorado,casado,menos que $40K,blue,2963.01,-
779653458,0,37,M,3,mestrado,casado,$80K - $120K,blue,8260.38,-
716382708,1,46,F,2,mestrado,solteiro,menos que $40K,blue,8309.29,-
710387583,0,55,M,0,ensino medio,casado,$80K - $120K,blue,3864.92,-
718772133,0,56,M,3,mestrado,casado,$80K - $120K,blue,10230.86,-
711224733,1,32,M,0,ensino medio,casado,$120K +,blue,22382.75,-
718360083,0,39,M,4,sem educacao formal,casado,$120K +,blue,25790.98,-
716102583,0,63,F,1,mestrado,casado,menos que $40K,blue,2675.25,-
708459633,0,38,M,2,ensino medio,casado,$60K - $80K,blue,5815.24,-
712868733,0,60,M,0,sem educacao formal,casado,menos que $40K,blue,2595.17,-
713790708,0,38,M,3,sem educacao formal,casado,$60K - $80K,blue,3421.64,-
717648783,0,63,M,2,ensino medio,casado,$80K - $120K,blue,6922.63,-
714709983,0,43,F,2,graduacao,casado,menos que $40K,blue,6979.82,-
819409608,0,39,F,2,mestrado,casado,menos que $40K,blue,2594.79,-
791856033,1,45,M,2,graduacao,divorciado,$80K - $120K,blue,34516.73,-
714474483,0,35,F,1,mestrado,casado,$40K - $60K,blue,2523.56,-
716448783,1,48,F,3,mestrado,casado,$40K - $60K,blue,6235.65,-
711065133,0,26,M,1,ensino medio,solteiro,$40K - $60K,blue,1473.78,-
713769258,0,36,M,3,graduacao,casado,$120K +,blue,17116.02,-
712288158,0,37,M,2,graduacao,casado,$80K - $120K,blue,4631.7,-
789127533,0,49,M,4,ensino medio,divorciado,$80K - $120K,blue,32338.13,-
717038733,0,56,M,3,sem educacao formal,casado,$60K - $80K,blue,2253.16,-
804840033,0,45,M,2,graduacao,casado,$60K - $80K,blue,16611.51,-
712058958,0,28,M,0,ensino medio,solteiro,menos que $40K,blue,3480.12,-
708295533,0,65,F,0,doutorado,casado,menos que $40K,blue,3549.64,-
817686633,0,26,F,1,graduacao,solteiro,menos que $40K,blue,1438.78,-
713738883,0,57,F,3,sem educacao formal,casado,menos que $40K,blue,3136.05,-
721310283,0,47,M,3,mestrado,solteiro,$120K +,blue,34516.19,-
803132733,0,54,F,1,mestrado,casado,menos que $40K,blue,6814.49,-
711615933,0,43,M,3,mestrado,casado,$80K - $120K,blue,28170.37,-
785311158,0,54,F,2,mestrado,solteiro,menos que $40K,blue,6610.43,-
717267108,0,37,M,1,graduacao,solteiro,$60K - $80K,blue,15755.3,-
711636558,0,33,M,3,mestrado,casado,$80K - $120K,blue,2711.14,-
717504258,0,38,M,2,graduacao,casado,$40K - $60K,blue,3735.52,-
718242333,0,36,M,4,mestrado,solteiro,$80K - $120K,blue,10216.7,-
708892833,1,37,M,2,mestrado,casado,$120K +,blue,13662.61,-
720191883,0,45,M,3,ensino medio,solteiro,$60K - $80K,blue,7050.46,-
710934033,0,26,M,0,ensino medio,solteiro,menos que $40K,blue,1775.18,-
714473658,0,42,M,3,mestrado,solteiro,$40K - $60K,blue,8960.26,-
716569983,0,33,M,2,graduacao,casado,$80K - $120K,blue,2355.64,-
789833583,0,57,F,4,ensino medio,casado,$40K - $60K,blue,6803.46,-
818923158,0,55,M,2,mestrado,casado,$60K - $80K,blue,2145.28,-
716596308,0,40,M,3,sem educacao formal,solteiro,$80K - $120K,blue,3919.26,-
716620458,0,32,M,1,ensino medio,solteiro,menos que $40K,blue,4500.55,-
710251608,0,62,F,1,ensino medio,casado,menos que $40K,blue,2941.94,-
710633808,0,26,M,0,mestrado,solteiro,$60K - $80K,blue,7102.92,-
719318583,1,37,M,3,ensino medio,casado,menos que $40K,blue,6866.7,-
819202533,0,57,M,1,doutorado,casado,$80K - $120K,blue,10378.39,-
771196083,0,47,M,4,mestrado,casado,$80K - $120K,blue,18178.13,-
788965683,0,49,F,4,sem educacao formal,casado,menos que $40K,blue,1438.83,-
817142433,0,35,M,3,mestrado,casado,$80K - $120K,blue,8082.96,-
713309583,0,55,F,2,graduacao,casado,menos que $40K,blue,2967.8,-
710273658,0,36,M,2,mestrado,casado,$60K - $80K,blue,3092.44,-
771429408,0,54,M,1,ensino medio,casado,$80K - $120K,blue,1618.11,-
719452308,0,30,F,0,mestrado,casado,menos que $40K,blue,2498.35,-
818908833,0,46,M,3,mestrado,casado,$40K - $60K,blue,2564.8,-
780998133,0,43,M,3,mestrado,casado,$80K - $120K,blue,10540.39,-
801726933,0,34,M,2,mestrado,casado,$120K +,blue,13384.13,-
788474658,0,55,M,3,mestrado,casado,$80K - $120K,blue,16208.79,-
710562258,0,44,M,1,mestrado,casado,$80K - $120K,blue,19214.17,-
814776033,0,34,M,2,mestrado,solteiro,$80K - $120K,blue,13395.43,-
715057383,0,40,M,3,mestrado,casado,$60K - $80K,blue,17126.12,-
717970158,0,42,M,2,graduacao,solteiro,$60K - $80K,blue,8083.38,-
715168008,0,36,M,3,mestrado,divorciado,$40K - $60K,blue,8995.95,-
720802833,0,26,F,1,ensino medio,solteiro,menos que $40K,blue,2404.95,-
789370383,0,42,M,1,ensino medio,casado,$40K - $60K,blue,2807.12,-
711782733,0,55,M,0,mestrado,casado,$40K - $60K,blue,3097.29,-
719381733,0,61,M,2,ensino medio,solteiro,$60K - $80K,blue,2175.14,-
771169458,0,41,M,4,graduacao,casado,$120K +,blue,28020.01,-
709974108,0,35,F,1,mestrado,solteiro,menos que $40K,blue,2640.69,-
757024233,0,34,M,2,mestrado,solteiro,$120K +,blue,31313.86,-
768928833,0,37,M,2,ensino medio,casado,$80K - $120K,blue,7304.46,-
812441358,0,26,M,1,graduacao,divorciado,$40K - $60K,blue,1438.65,-
713287608,0,54,F,3,ensino medio,casado,menos que $40K,blue,3161.25,-
711357858,1,47,F,3,mestrado,solteiro,menos que $40K,blue,7246.31,-
715478733,0,56,F,5,mestrado,casado,menos que $40K,blue,3088.3,-
713469333,0,40,M,2,ensino medio,solteiro,$80K - $120K,blue,19279.21,-
719243808,0,33,F,1,mestrado,casado,menos que $40K,blue,3792.24,-
772202058,0,64,M,0,mestrado,casado,menos que $40K,blue,2084.28,-
711346383,0,33,M,1,ensino medio,solteiro,$80K - $120K,blue,34516.18,-
711405333,0,52,M,3,doutorado,casado,$80K - $120K,blue,6849.88,-
778407033,0,59,F,0,sem educacao formal,casado,menos que $40K,blue,2417.27,-
709858533,0,29,M,2,mestrado,divorciado,menos que $40K,blue,2462.87,-
711816108,1,40,M,3,ensino medio,solteiro,$80K - $120K,blue,18563.58,-
717105258,0,37,F,1,mestrado,casado,menos que $40K,blue,3992.26,-
715822008,0,32,M,1,ensino medio,casado,menos que $40K,blue,3568.67,-
714971583,0,36,M,2,mestrado,solteiro,$60K - $80K,blue,7776.33,-
709025583,0,53,M,3,ensino medio,casado,$80K - $120K,blue,9355.73,-
789297558,0,36,M,1,sem educacao formal,solteiro,$120K +,blue,7049.99,-
710375283,0,26,F,0,sem educacao formal,solteiro,$40K - $60K,blue,2033.93,-
712189233,0,38,F,1,mestrado,casado,$40K - $60K,blue,5153.12,-
713767383,0,32,F,0,ensino medio,casado,$40K - $60K,blue,2062.95,-
797414733,0,37,F,3,mestrado,solteiro,menos que $40K,blue,2005.21,-
714151533,0,55,F,1,mestrado,casado,$40K - $60K,blue,4589.49,-
787494783,0,58,M,3,ensino medio,casado,$60K - $80K,blue,8184.35,-
710297133,0,47,M,3,ensino medio,casado,$80K - $120K,blue,30210.76,-
793355508,0,32,M,0,mestrado,solteiro,menos que $40K,blue,6942.3,-
708580908,0,56,M,3,ensino medio,casado,$60K - $80K,blue,14551.09,-
719826333,0,34,F,2,doutorado,solteiro,menos que $40K,blue,1438.44,-
744764433,0,55,M,2,sem educacao formal,casado,$120K +,blue,30967.98,-
714902283,0,43,M,0,ensino medio,casado,$80K - $120K,blue,7866.76,-
789309558,0,31,M,2,graduacao,casado,menos que $40K,blue,2718.87,-
713188383,0,54,F,1,graduacao,casado,menos que $40K,blue,3084.76,-
719506983,0,52,M,3,mestrado,casado,$80K - $120K,blue,17302.43,-
714804483,0,48,M,3,graduacao,divorciado,$40K - $60K,blue,12159.91,-
748503708,0,54,F,1,ensino medio,solteiro,menos que $40K,blue,2797.09,-
803587533,0,33,M,1,sem educacao formal,solteiro,$60K - $80K,blue,2618.46,-
789777408,1,26,F,0,doutorado,solteiro,menos que $40K,blue,1442.04,-
716811483,0,30,F,2,sem educacao formal,casado,menos que $40K,blue,2063.1,-
714118383,0,49,F,5,mestrado,casado,menos que $40K,blue,8154.24,-
715310208,0,53,M,3,sem educacao formal,casado,$80K - $120K,blue,11450.04,-
718577958,1,39,M,2,sem educacao formal,casado,$120K +,blue,8907.0,-
789167658,0,34,M,3,graduacao,casado,$60K - $80K,blue,4245.82,-
789987183,0,53,M,2,graduacao,casado,$80K - $120K,blue,21953.83,-
717730533,0,32,M,0,mestrado,solteiro,$40K - $60K,blue,1614.5,-
708668283,0,39,M,2,mestrado,casado,$80K - $120K,blue,5140.58,-
772360683,0,57,M,1,ensino medio,casado,$120K +,blue,31762.57,-
826068183,0,36,M,1,mestrado,casado,$80K - $120K,blue,15488.47,-
820044333,0,39,M,3,graduacao,divorciado,$40K - $60K,blue,2503.98,-
714211533,0,31,M,0,mestrado,divorciado,menos que $40K,blue,3312.89,-
710287533,0,31,M,2,mestrado,solteiro,$40K - $60K,blue,6269.39,-
720603558,0,36,M,4,mestrado,solteiro,$60K - $80K,blue,20337.79,-
819258408,0,47,F,5,mestrado,solteiro,menos que $40K,blue,2224.99,-
717664008,1,37,M,3,graduacao,casado,$60K - $80K,blue,3100.72,-
717327783,0,39,M,2,mestrado,casado,$80K - $120K,blue,9959.58,-
716129208,0,37,M,3,mestrado,casado,$40K - $60K,blue,2031.88,-
718037433,0,58,M,1,mestrado,casado,$80K - $120K,blue,1654.76,-
709839858,0,58,F,2,mestrado,casado,menos que $40K,blue,4608.35,-
719686458,0,37,M,3,mestrado,casado,$40K - $60K,blue,3908.22,-
721434483,0,54,M,3,mestrado,casado,$80K - $120K,blue,2798.79,-
716096358,0,45,F,3,sem educacao formal,solteiro,menos que $40K,blue,2551.03,-
711315783,0,53,M,3,mestrado,casado,$40K - $60K,blue,7451.67,-
821296083,0,34,F,1,graduacao,casado,menos que $40K,blue,2617.16,-
711562833,1,35,M,4,mestrado,casado,$80K - $120K,blue,12634.76,-
716447733,0,32,M,3,mestrado,casado,$40K - $60K,blue,6407.88,-
719591283,0,38,M,2,sem educacao formal,casado,menos que $40K,blue,1438.35,-
789911808,0,37,M,3,sem educacao formal,casado,$80K - $120K,blue,2672.05,-
717866133,0,47,F,2,mestrado,solteiro,menos que $40K,blue,2677.95,-
789197508,0,54,M,3,ensino medio,casado,$60K - $80K,blue,2240.45,-
713108433,0,53,M,3,graduacao,casado,$80K - $120K,blue,6052.57,-
711403383,0,33,F,3,graduacao,solteiro,menos que $40K,blue,2562.42,-
768212583,0,49,M,2,mestrado,casado,$60K - $80K,blue,15377.39,-
720181758,1,37,M,0,doutorado,casado,$120K +,blue,8654.1,-
710632683,0,31,M,1,sem educacao formal,casado,$40K - $60K,blue,1438.66,-
711836733,0,43,M,3,mestrado,solteiro,$120K +,blue,1438.89,-
771183933,0,39,M,1,sem educacao formal,casado,$80K - $120K,blue,16040.32,-
711327558,0,38,M,2,ensino medio,casado,$40K - $60K,blue,2801.53,-
788971308,0,62,F,1,sem educacao formal,casado,menos que $40K,blue,2658.71,-
711817158,0,30,M,2,graduacao,divorciado,$40K - $60K,blue,3143.57,-
765824058,0,46,M,4,doutorado,casado,$80K - $120K,blue,5106.85,-
710109633,0,39,M,2,graduacao,casado,$60K - $80K,blue,9871.43,-
713643858,0,53,F,1,graduacao,casado,$40K - $60K,blue,1525.98,-
716399583,0,34,M,1,sem educacao formal,casado,$120K +,blue,19630.2,-
